product,series_id,speed_rpm,event_index,time_s,thump_level_est_dba,event_energy_est_dba,raw_peak_est_dba,raw_low_band_dbfs,local_background_est_dba,exhaust_ratio_db,wav
东德基准,DD_BASE_260707_700,700,53,62.44,70.44388634567704,66.33401879584201,71.286127824801,-45.92806597792017,63.74833387680599,20.252035097847337,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,54,64.04,75.96063176568477,73.38898213612777,76.1691552635376,-41.045038539183565,62.87901757829448,10.661822416502453,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,55,65.26,71.65249203197358,68.78999076534225,72.24216373819071,-44.97203006453046,63.27892315038258,23.2614432811524,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,56,66.2,67.2157206135443,53.08818842619934,68.42762227491569,-48.78657152780548,62.292583922602006,23.460261082242386,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,57,66.86,77.74135555009497,73.80385026381452,77.86347556258575,-39.35071824013542,62.292583922602006,10.766967415775937,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,58,68.06,73.67285671748242,69.83031263913054,73.98716675301223,-43.22702704970894,62.42669886735846,21.08610608550705,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,59,69.06,68.02021170748257,60.862889960755176,68.90869137427978,-48.305502428441386,61.58065426962878,23.631007794706154,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
东德基准,DD_BASE_260707_700,700,60,69.82,71.5732926797472,68.97326632340777,71.96402390926023,-45.250169893460935,61.311061062761716,20.73834110068707,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\东德竞品_700rpm_700.wav
富瑞初始,FR_INIT_260709_700,700,1,1.48,88.06501052116852,86.079253519422,88.10941695511275,-29.104776847608417,68.18384852987535,5.657300232398324,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\富瑞自研_700rpm_700.wav
富瑞初始,FR_INIT_260709_700,700,2,2.58,73.85965435236201,70.27428068558649,75.02371886277861,-42.19047493994256,68.73660666311982,18.11454122470824,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\富瑞自研_700rpm_700.wav
富瑞初始,FR_INIT_260709_700,700,3,4.22,86.99197423899426,85.44351563615346,87.04242673180524,-30.171767070915937,67.668208085633,5.973402283543418,C:\Users\admin\Documents\Codex\2026-07-13\yi-j\work\hpdi_thump_loudness_quant\wav\富瑞自研_700rpm_700.wav
