speed_rpm,dd_p50_est_dba,fu_p50_est_dba,fu_minus_dd_p50_db,dd_p90_est_dba,fu_p90_est_dba,fu_minus_dd_p90_db,dd_common_event_energy_est_dba,fu_common_event_energy_est_dba,common_thump_delta_db,dd_loud_event_energy_est_dba,fu_loud_event_energy_est_dba,loud_thump_delta_db,fu_events_above_dd_p90_pct,common_result,loud_result,common_crosscheck,loud_crosscheck
700,73.26284997606099,70.74437310861398,-2.5184768674470064,81.59372155904984,82.30747339005495,0.7137518310051121,69.87918364991627,68.66649335990613,-1.2126902900101442,78.3836127175188,80.21613661249395,1.8325238949751537,11.538461538461538,优于东德,略差/接近,方向一致,方向一致
800,74.80092017649368,68.27922666554721,-6.521693510946463,84.25707315721029,81.4166889794582,-2.8403841777520853,70.93613197032454,63.02820377834645,-7.907928191978087,81.55093752351863,79.2615240916549,-2.2894134318637214,5.263157894736842,明显优于东德,明显优于东德,方向一致,方向一致
900,69.54665906537495,77.31256712239943,7.765908057024475,79.37188999091676,85.08188901330564,5.709999022388885,65.88776647757734,73.45493750018855,7.5671710226112054,76.05170915205913,81.17092045939745,5.119211307338318,39.58333333333333,明显差于东德,明显差于东德,方向一致,方向一致
1125,71.66207584901737,76.0870806642057,4.4250048151883306,83.13985817582608,85.64403841963019,2.5041802438041145,57.92815630171668,62.01221128287424,4.084054981157557,80.48060007602363,83.91396375760235,3.4333636815787116,47.22222222222222,明显差于东德,明显差于东德,方向一致,方向一致
