product,speed_rpm,video,time_s,event_rms_dbfs,bg_rms_dbfs,excess_dbfs,prominence_db,env_peak_db
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,46.88510204081633,-39.768334387402746,-41.442671839325,-44.71805337530591,1.6743374519222607,-34.88494584708003
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,47.079410430839005,-35.04417692115936,-41.9464122221861,-36.03542126916861,6.902235301026732,-26.035045150369335
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,48.32047619047619,-35.85670421406043,-42.98986514408057,-36.790667544998044,7.1331609300201375,-30.094508523725814
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,49.0640589569161,-39.28675814812628,-41.2177116413458,-43.736646214761485,1.930953493219526,-32.9802822060444
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,49.315215419501136,-40.21753150651526,-41.15435248930868,-47.338802170975704,0.9368209827934272,-36.14536121164517
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,50.02308390022676,-39.03054395669761,-43.267773035541936,-41.08527468715843,4.237229078844318,-31.309151328565186
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,51.3372335600907,-39.93835822735514,-42.69440015769868,-43.21873253064674,2.756041930343544,-33.342439768477675
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,51.97668934240363,-38.235787429959984,-40.59782643775155,-42.00838302460987,2.3620390077915707,-34.40194269322154
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,52.16396825396826,-38.391837876094264,-41.176143832974276,-41.640540558431,2.784305956880007,-33.2281456798911
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,52.425442176870746,-40.33500104388523,-38.489569734414076,-55.56378849668861,-1.845431309471157,-34.93463998925873
